DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000833,RH30,RH30_SOFT_TISSUE,,,Male,DSMZ,2.0,-3.3634466,Adherent,RPMI + 10% FBS,38.5,CVCL_0041,bone_marrow,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-000834,UMUC1,UMUC1_URINARY_TRACT,,,Male,ECACC,2.0,-4.5060612,Adherent,MEM + 10% FBS + 2mM Glutamax + NEAA,33.7,CVCL_2743,lymph_node,Metastasis,Bladder Cancer,Transitional Cell Carcinoma,,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000835,GCT,GCT_SOFT_TISSUE,,906999.0,Male,ATCC,2.0,-5.159567099999999,Adherent,McCoy's 5A + 10% FBS,20.2,CVCL_1229,soft_tissue,Metastasis,Sarcoma,Pleomorphic Sarcoma,29,SIDM00853,,soft_tissue,pleomorphic_sarcoma,,
ACH-000836,YD15,YD15_SALIVARY_GLAND,,,Male,KCLB,2.0,-3.501498,Adherent,RPMI + 10% FBS,5.7,CVCL_8930,salivary_gland,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",39,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,
ACH-000837,NCIH322,NCIH322_LUNG,,,Male,ECACC,4.0,-4.9166735,Adherent,RPMI + 10% FBS + 2% Glutamine,20.5,CVCL_1556,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00117,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000838,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741.0,Female,DSMZ,1.0,-3.400869,Suspension,RPMI + 10% FBS,37,CVCL_1806,ascites,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",64,SIDM00993,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000839,SCABER,SCABER_URINARY_TRACT,,,Male,ATCC,2.0,-3.2439996,Adherent,MEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA,46,CVCL_3599,urinary_tract,Primary,Bladder Cancer,Squamous Cell Carcinoma,58,SIDM00032,,urinary_tract,bladder_carcinoma,bladder_squamous,
ACH-000840,HCC366,HCC366_LUNG,,1240144.0,Female,DSMZ,2.0,-2.3387542999999997,Adherent,RPMI + 10% FBS,14.5,CVCL_2059,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",80,SIDM01070,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000841,NCIH2087,NCIH2087_LUNG,,724834.0,Male,ATCC,4.0,-2.5179793999999998,Adherent,RPMI + 5% FBS,27.7,CVCL_1524,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69,SIDM00708,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000842,SW480,SW480_LARGE_INTESTINE,,,Male,ATCC,,,,,,CVCL_0546,lymph_node,Primary,Colon/Colorectal Cancer,Adenocarcinoma,50,SIDM00840,,colorectal,colorectal_adenocarcinoma,,
ACH-000843,HARA,HARA_LUNG,,1240142.0,Male,HSRRB,2.0,-4.0677529,Adherent,RPMI + 10% FBS,39.3,CVCL_2914,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM00598,,lung,NSCLC,NSCLC_squamous,
ACH-000844,DMS454,DMS454_LUNG,,,Male,ECACC,,,,,,CVCL_2438,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),,,,lung,SCLC,,
ACH-000845,NCIH1373,NCIH1373_LUNG,,,Male,ATCC,2.0,-2.5468965,Adherent,RPMI + 10% FBS,13.3,CVCL_1465,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000846,FADU,FADU_UPPER_AERODIGESTIVE_TRACT,,906863.0,Male,ATCC,2.0,-3.0507096000000002,,MEM + 10% FBS,7.5,CVCL_1218,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,56,SIDM00860,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000847,HGC27,HGC27_STOMACH,,907055.0,Unknown,ECACC,2.0,-2.8299911,Adherent,MEM + 10% FBS + 2mM L-glutamine + NEAA,40.9,CVCL_1279,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00290,,gastric,gastric_adenocarcinoma,,
ACH-000848,JHH7,JHH7_LIVER,,1240160.0,Male,HSRRB,2.0,-4.1459507,Adherent,William's E medium + 10% FBS,20.6,CVCL_2805,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,53,SIDM00614,,liver,hepatocellular_carcinoma,,
ACH-000849,MDAMB468,MDAMB468_BREAST,,908123.0,Female,ATCC,1.0,-4.481048400000001,Adherent,DMEM + 10% FBS,9.4,CVCL_0419,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,51,SIDM00628,,breast,breast_carcinoma,ERneg_HER2neg,basal_A
ACH-000850,HS698T,HS698T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0855,soft_tissue,Metastasis,Fibroblast,Colorectal,70,,,fibroblast,fibroblast_colorectal,,
ACH-000851,MORCPR,MORCPR_LUNG,,,Unknown,ECACC,3.0,-3.5703763,Adherent,RPMI + 10% FBS,22.6,CVCL_2620,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000852,NCIH1435,NCIH1435_LUNG,,1298347.0,Female,ATCC,,,,,,CVCL_1470,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00658,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000853,NCIH661,NCIH661_LUNG,,687829.0,Male,ATCC,2.0,-4.4013848,Adherent,RPMI + 10% FBS,15.2,CVCL_1577,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM01122,,lung,NSCLC,NSCLC_large_cell,
ACH-000854,OCIMY5,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1.0,-2.7087201000000003,Mixed adherent and suspension,RPMI + 10% FBS,54.1,CVCL_E332,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,,,plasma_cell,multiple_myeloma,,
ACH-000855,KYSE150,KYSE150_OESOPHAGUS,,907317.0,Female,DSMZ,2.0,-3.3315422999999997,Adherent,RPMI:F12 (1:1) + 10% FBS,13.6,CVCL_1348,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,49,SIDM01031,,esophagus,esophagus_squamous,,
ACH-000856,CAL51,CAL51_BREAST,,910927.0,Female,DSMZ,3.0,-4.2174076,Adherent,DMEM + 20% FBS,43.2,CVCL_1110,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,45,SIDM00933,,breast,breast_carcinoma,ERneg_HER2neg,basal_B
ACH-000857,CAL851,CAL851_BREAST,,910852.0,Female,DSMZ,,,,,,CVCL_1114,breast,Primary,Breast Cancer,Carcinoma,35,SIDM00928,,breast,breast_carcinoma,ERneg_HER2neg,basal_A
ACH-000858,KNS62,KNS62_LUNG,,753569.0,Male,ATCC,2.0,-4.6024278,Adherent,AlphaMEM + 10% FBS,20.2,CVCL_1335,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",49,SIDM00606,,lung,NSCLC,NSCLC_squamous,
ACH-000859,HCC1954,HCC1954_BREAST,,749709.0,Female,ATCC,2.0,-2.6159537,Adherent,RPMI + 10% FBS,33.2,CVCL_1259,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,61,SIDM00872,,breast,breast_ductal_carcinoma,ERneg_HER2pos,basal_A
ACH-000860,NCIH358,NCIH358_LUNG,,908465.0,Male,ATCC,2.0,-3.2437756,Adherent,"RPMI1640, 10%FBS",4.7,CVCL_1559,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00718,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000861,HOP62,HOP62_LUNG,,905972.0,Female,Academic lab,3.0,-4.0195209,Adherent,RPMI + 10% FBS,22.6,CVCL_1285,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00133,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000862,KMBC2,KMBC2_URINARY_TRACT,,,Unknown,HSRRB,2.0,-3.8799251000000003,Adherent,DMEM + 10% FBS,29.4,CVCL_2977,urinary_tract,Primary,Bladder Cancer,Carcinoma,,,,urinary_tract,bladder_carcinoma,,
ACH-000863,DBTRG05MG,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835.0,Female,ATCC,,,,,,CVCL_1169,central_nervous_system,Primary,Brain Cancer,Glioblastoma,59,SIDM00867,,central_nervous_system,glioma,glioblastoma,
ACH-000864,COLO684,COLO684_ENDOMETRIUM,,910691.0,Female,ECACC,0.0,-0.544963,Suspension,RPMI + 10% FBS + 2mM Glutamine,16.6,CVCL_1132,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,63,SIDM00142,,uterus,endometrial_adenocarcinoma,,
ACH-000865,KYSE450,KYSE450_OESOPHAGUS,,907320.0,Male,DSMZ,2.0,-4.8600079,Adherent,RPMI:F12 (1:1) + 10% FBS,24.7,CVCL_1353,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,59,SIDM01027,,esophagus,esophagus_squamous,,
ACH-000866,NCIH1048,NCIH1048_LUNG,,687995.0,Female,ATCC,2.0,-5.1844472999999995,Adherent,RPMI + 10% FBS + 5ml Insulin-Transferrin-Selenium,10.7,CVCL_1453,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00654,,lung,SCLC,,
ACH-000867,CHAGOK1,CHAGOK1_LUNG,,687596.0,Male,ECACC,2.0,-4.9741083,Adherent,RPMI + 10% FBS,5.6,CVCL_1121,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",45,SIDM00924,,lung,NSCLC,,
ACH-000868,HCC1195,HCC1195_LUNG,,,Male,KCLB,,,,,,CVCL_5127,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",47,,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000869,NCIH1568,NCIH1568_LUNG,,1298348.0,Female,ATCC,2.0,-4.2498052,Adherent,RPMI + 10% FBS,5.4,CVCL_1476,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",48,SIDM00750,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000870,NCIH1930,NCIH1930_LUNG,,,Male,ATCC,,,,,,CVCL_1507,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),41,,,lung,SCLC,,
ACH-000871,NCIH510,NCIH510_LUNG,,753605.0,Male,ATCC,,,,,,CVCL_1565,autonomic_ganglia,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),56,SIDM00927,,lung,SCLC,,
ACH-000872,HCC515,HCC515_LUNG,,,Female,Academic lab,3.0,-3.3476349,Adherent,RPMI + 10% FBS,27.3,CVCL_5136,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000873,KYSE270,KYSE270_OESOPHAGUS,,907319.0,Male,DSMZ,2.0,-2.6576995,Adherent,RPMI:F12 (1:1) + 10% FBS,15,CVCL_1350,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,79,SIDM01029,,esophagus,esophagus_squamous,,
ACH-000874,RS411,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703.0,Female,ATCC,,,,,,CVCL_0093,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",32,SIDM01086,,blood,ALL,b_cell,
ACH-000875,NCIH2347,NCIH2347_LUNG,,687820.0,Female,ATCC,,,,,,CVCL_1550,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",54,SIDM00726,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000876,MDAMB415,MDAMB415_BREAST,,924240.0,Female,ATCC,3.0,-3.7175629999999997,Adherent,L15 + 15% FBS + 2mM Glutamine + 10ug/ml Insulin + 10ug/ml Glutathione,8,CVCL_0621,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,38,SIDM00630,,breast,breast_carcinoma,ERpos_HER2neg,HER2_amp
ACH-000877,EB1,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,,,,,,CVCL_2027,bone,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",9,SIDM00862,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000878,HCC15,HCC15_LUNG,,1240143.0,Male,DSMZ,2.0,-1.472486,Adherent,RPMI + 10% FBS,11.9,CVCL_2057,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",47,SIDM01072,,lung,NSCLC,NSCLC_squamous,
ACH-000879,MFE296,MFE296_ENDOMETRIUM,,908130.0,Female,DSMZ,,,,,,CVCL_1406,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,68,SIDM00334,,uterus,endometrial_adenocarcinoma,,
ACH-000880,AGS,AGS_STOMACH,,906790.0,Female,ATCC,2.0,-3.4669358999999997,Adherent,F12K + 10% FBS,16.3,CVCL_0139,stomach,Primary,Gastric Cancer,Adenocarcinoma,54,SIDM00850,,gastric,gastric_adenocarcinoma,,
ACH-000881,MELJUSO,MELJUSO_SKIN,,908125.0,Female,DSMZ,2.0,-3.9059288,Adherent,RPMI + 10% FBS,19.8,CVCL_1403,skin,Primary,Skin Cancer,Melanoma,58,SIDM00336,,skin,melanoma,,
ACH-000882,IGR1,IGR1_SKIN,,907169.0,Male,DSMZ,2.0,-4.9260371,Adherent,DMEM + 10% FBS,8.6,CVCL_1303,lymph_node,Metastasis,Skin Cancer,Melanoma,42,SIDM01060,,skin,melanoma,,
ACH-000883,SW1783,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750.0,Male,ATCC,,,,,,CVCL_1722,central_nervous_system,Primary,Brain Cancer,Astrocytoma,68,SIDM01164,,central_nervous_system,glioma,astrocytoma,
ACH-000884,MDAMB435S,MDAMB435S_SKIN,,,Unknown,ATCC,2.0,-4.097782700000001,Adherent,RPMI + 10% FBS,22.8,CVCL_0622,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",31,SIDM01222,,skin,melanoma,amelanotic,
ACH-000885,TOV21G,TOV21G_OVARY,,1240222.0,Female,ATCC,3.0,-3.8423434999999997,Adherent,MCDB 105:Medium 199 (1:1) + 15% FBS,37.7,CVCL_3613,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",62,SIDM01169,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000886,NCIH2009,NCIH2009_LUNG,,724873.0,Female,ATCC,1.0,-5.1184719,,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,10.3,CVCL_1514,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",68,SIDM00756,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000887,SF172,SF172_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,2.0,-5.5167345,Adherent,DMEM + 10% FBS,15,CVCL_V613,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-000888,NCIH1793,NCIH1793_LUNG,,908463.0,Female,ATCC,2.0,-4.3723998,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,16.6,CVCL_1496,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00755,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000889,KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-3.8018235000000002,Mixed adherent and suspension,RPMI + 10% FBS,6.3,CVCL_2981,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,
ACH-000890,SW1271,SW1271_LUNG,,1299062.0,Male,ATCC,2.0,-2.9868657,Adherent,RPMI + 10% FBS,25,CVCL_1716,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,,lung,SCLC,,
ACH-000891,HCC1438,HCC1438_LUNG,,,Male,KCLB,,,,,,CVCL_L088,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,,,lung,NSCLC,NSCLC_large_cell,
ACH-000892,NCIH1563,NCIH1563_LUNG,,753600.0,Male,ATCC,,,,,,CVCL_1475,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00751,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000893,NCIH1651,NCIH1651_LUNG,,910900.0,Male,ATCC,,,,,,CVCL_1484,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",71,SIDM00744,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000894,NCIH1869,NCIH1869_LUNG,,1240183.0,Male,ATCC,,,,,,CVCL_1500,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58,SIDM00768,,lung,NSCLC,NSCLC_squamous,
ACH-000895,CL34,CL34_LARGE_INTESTINE,,1290771.0,Female,DSMZ,,,,,,CVCL_1980,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00945,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000896,647V,647V_URINARY_TRACT,,906797.0,Male,DSMZ,2.0,-4.624345900000001,Adherent,DMEM + 15% FBS + 2mM Glutamax,14.2,CVCL_1049,urinary_tract,Primary,Bladder Cancer,Carcinoma,,SIDM00983,,urinary_tract,bladder_carcinoma,,
ACH-000897,FTC238,FTC238_THYROID,,,Male,ECACC,,,,,,CVCL_2447,lung,Metastasis,Thyroid Cancer,"Carcinoma, follicular",42,SIDM00228,,thyroid,thyroid_carcinoma,follicular,
ACH-000898,SNU719,SNU719_STOMACH,,,Male,KCLB,2.0,-3.4739188999999997,Mixed adherent and suspension,RPMI + 10% FBS + 2mM L-glutamine,20,CVCL_5086,stomach,Primary,Gastric Cancer,"Adenocarcinoma, tubular",53,,,gastric,gastric_adenocarcinoma,tubular,
ACH-000899,WM88,WM88_SKIN,,,Male,Academic lab,1.0,-2.7494446,,RPMI + 10% FBS,52.1,CVCL_6805,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000900,NCIH23,NCIH23_LUNG,,905942.0,Male,ATCC,4.0,-3.4862705999999997,Adherent,RPMI + 10% FBS,18.2,CVCL_1547,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000901,HCC1359,HCC1359_LUNG,,,Female,KCLB,3.0,-4.709189299999999,,RPMI + 10% FBS,19.3,CVCL_5128,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",55,,,lung,NSCLC,NSCLC_large_cell,
ACH-000902,CAL148,CAL148_BREAST,,924106.0,Female,DSMZ,,,,,,CVCL_1106,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,58,SIDM00938,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal_HER2_amp
ACH-000903,FTC133,FTC133_THYROID,,906864.0,Male,ECACC,2.0,-4.163518799999999,,DMEM:F12 (1:1) + 10% FBS + 2mM Glutamine,24.9,CVCL_1219,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, anaplastic",42,SIDM00213,,thyroid,thyroid_carcinoma,anaplastic,
ACH-000904,NCIH2106,NCIH2106_LUNG,,,Male,ATCC,,,,,,CVCL_1526,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",58,,,lung,NSCLC,NSCLC_large_cell,
ACH-000905,5637,5637_URINARY_TRACT,,687452.0,Male,ATCC,2.0,-4.0535572,Mixed adherent and suspension,RPMI + 10% FBS,4.9,CVCL_0126,urinary_tract,,Bladder Cancer,,68,SIDM00807,,urinary_tract,bladder_carcinoma,,
ACH-000906,ES2,ES2_OVARY,,1240128.0,Female,ATCC,3.0,-5.8572805,Adherent,RPMI + 10% FBS,5.9,CVCL_3509,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",47,SIDM00861,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000907,SNU349,SNU349_KIDNEY,,,Male,KCLB,2.0,-3.1149157000000005,Adherent,RPMI + 10% FBS,26.8,CVCL_5054,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",68,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000908,SNU520,SNU520_STOMACH,,,Female,KCLB,,,,,,CVCL_5072,stomach,Primary,Gastric Cancer,Adenocarcinoma,60,,,gastric,gastric_adenocarcinoma,,
ACH-000909,JHUEM2,JHUEM2_ENDOMETRIUM,,,Female,RIKEN,,,,,,CVCL_4656,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,62,,,uterus,endometrial_adenocarcinoma,,
ACH-000910,MDAMB453,MDAMB453_BREAST,,908122.0,Female,ATCC,3.0,-3.8791822,Adherent,RPMI + 10% FBS,18,CVCL_0418,pericardial_effusion,Metastasis,Breast Cancer,Carcinoma,48,SIDM00272,,breast,breast_carcinoma,ERneg_HER2neg,HER2_amp
ACH-000911,NUGC3,NUGC3_STOMACH,,908455.0,Male,JHSF,2.0,-4.6790970000000005,Adherent,RPMI + 10% FBS,16.2,CVCL_1612,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00572,,gastric,gastric_adenocarcinoma,,
ACH-000912,NCIH2286,NCIH2286_LUNG,,,Female,ATCC,2.0,-4.8602929,Adherent,DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium,24.4,CVCL_1545,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),57,SIDM00017,,lung,SCLC,,
ACH-000913,ESS1,ESS1_ENDOMETRIUM,,907000.0,Female,DSMZ,2.0,-4.3144554,Adherent,RPMI + 20% FBS,41.4,CVCL_1205,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76,SIDM01043,,uterus,endometrial_stromal_sarcoma,,
ACH-000914,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063.0,Male,ATCC,2.0,-4.2935547,,RPMI + 10% FBS,37.6,CVCL_1290,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70,SIDM00661,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000915,IPC298,IPC298_SKIN,,907171.0,Female,DSMZ,1.0,-5.8013012999999996,Adherent,RPMI + 10% FBS,5.7,CVCL_1307,skin,Primary,Skin Cancer,Melanoma,64,SIDM01059,,skin,melanoma,,
ACH-000916,NCIH1573,NCIH1573_LUNG,,908472.0,Female,ATCC,2.0,-1.3498876,Adherent,RPMI + 5% FBS,48,CVCL_1478,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00749,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000917,TE4,TE4_OESOPHAGUS,,1503371.0,Female,RIKEN,2.0,-3.8284045,Adherent,RPMI + 10% FBS,36.2,CVCL_3337,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00250,,esophagus,esophagus_squamous,,
ACH-000918,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147.0,Female,DSMZ,,,,,,CVCL_1424,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5,SIDM00431,,blood,ALL,t_cell,
ACH-000919,IM95,IM95_STOMACH,,1240155.0,Male,HSRRB,0.0,-2.05444,,DMEM + 10% FBS,40,CVCL_2961,stomach,Primary,Gastric Cancer,Adenocarcinoma,63,SIDM00602,,gastric,gastric_adenocarcinoma,,
ACH-000920,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951.0,Female,DSMZ,0.0,-1.5819899,Suspension,RPMI + 10% FBS,47.8,CVCL_1126,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",36,SIDM00958,,blood,CML,blast_crisis,
ACH-000921,NCIH1339,NCIH1339_LUNG,,,Female,ATCC,2.0,-4.7086739,Adherent,RPMI + 20% FBS,7.2,CVCL_A472,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),49,,,lung,SCLC,,
ACH-000922,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994.0,Female,DSMZ,,,,,,CVCL_1851,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",8,SIDM00449,,blood,ALL,b_cell,
ACH-000923,BCP1,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_0107,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins",92,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000924,NCIH2172,NCIH2172_LUNG,,1298353.0,Female,ATCC,2.0,-4.912010700000001,Adherent,RPMI + 10% FBS,13,CVCL_1537,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00926,,lung,NSCLC,,
ACH-000925,DV90,DV90_LUNG,,,Male,DSMZ,,,,,,CVCL_1184,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000926,HT55,HT55_LARGE_INTESTINE,,907287.0,Unknown,ECACC,3.0,-2.8241352,Adherent,MEM + 20% FBS + Glutamine + NEAA,30.6,CVCL_1294,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00541,,colorectal,colorectal_adenocarcinoma,,
ACH-000927,BT474,BT474_BREAST,,946359.0,Female,ATCC,,,,,,CVCL_0179,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00963,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp
